293166	96.78744
305268	95.4779683093012
368042	93.8585757305221
302502	93.5186126943322
305471	92.976214234
289138	92.43575
58961	92.14944
58961	92.14944
305471	91.5530154165
25479	91.35625
313130	91.0823610341591
29218	90.94918
315741	90.3219533182
308906	90.1007
83531	89.8311
298533	88.7991
114028	88.5209
116656	87.3204
311236	87.121
311530	86.468357854164
24708	86.4627
295568	85.9095795562
252889	85.3649699794
293112	85.3033304770481
64124	84.3222877266399
84597	83.6911
315265	83.671428538
362533	83.6713
64305	83.5397
294809	83.5180926456393
313978	82.9168
294421	82.6097
140638	82.1498
317219	82.121141138108
303584	82.0268
83689	82.0006882214
298019	81.7868
299897	81.7228467206
60427	81.6953975652662
60427	81.6953975652662
84489	81.5641
303251	81.0307239777455
312303	81.0177
302666	80.8056
83838	80.6662
291670	80.661
302553	80.5152
171355	80.4207
315139	80.2203
65146	80.0950037753
362466	79.95995
25567	79.7547461999269
305974	79.475105631
84487	78.9571
24654	78.5537
29163	78.5378
117034	78.2888
64544	78.2796085009
306404	77.962072635
313131	77.9005
311137	77.8173
297942	77.3228671984
116590	77.2245
24888	77.0836
24888	77.0836
83840	77.0332
306600	77.0271
306261	76.9912
306630	76.8051772273
498898	76.7701
302495	76.4434
280671	76.2348
312372	76.1995
302711	75.9593
25544	75.6769
25247	75.342802492
309031	75.1093
64563	74.7974
64185	74.378
140638	74.2913
309126	74.1312347798
314388	73.7134
312828	73.6758468506
297406	73.5261
314388	73.1014
689560	73.066
498728	72.8473
64472	72.7468
50559	72.7455
302328	72.4756
289687	72.4465
84586	72.43405
363225	72.4237
288010	72.313563056
56042	72.0892
140910	72.0824
304881	71.982519244
315666	71.8651148316
29485	71.6987
311030	71.6766
360534	71.6729
499702	71.5813
83790	70.2971
311401	69.4131
313609	69.2359906722
292658	68.7593
498587	68.3436
498587	68.3436
29227	68.3284
83467	68.2479
361400	68.2248520192
25248	67.8791984206595
315697	67.8519
362665	67.4671886532
306091	67.3923239040664
363266	67.0766
25353	67.0169
297093	66.9047
171152	66.7612
315824	66.746
291130	66.719665577
308051	66.4092
361020	66.2962
361020	66.2962
300682	66.2616
288161	66.0332792428
29232	65.5739
25322	65.4373
288108	65.2859339288044
305896	65.1985
24678	65.1946
24678	65.1946
24678	65.1946
688777	65.1825
252855	65.0306
681178	64.5198
117524	63.9141
301737	63.8639741972
29637	63.5622
296762	63.4409
60357	63.1331
60357	63.1331
291023	63.0339846784
29636	63.019
29279	62.9246
302363	62.714417991308
312915	62.5956
310306	62.518
300284	62.3221215895
286932	62.2722
314157	62.104
252941	62.0875932894
306274	61.3793927436396
289582	61.1643
266705	61.1528662935
310250	61.144
362029	60.893244718
116740	60.7215501331
310638	60.71190742
297783	60.2932
306695	60.1785
65040	60.174614872
25725	59.8632
24259	59.5403
291750	59.5022
306998	59.34
306998	59.34
287275	59.1962
60391	58.7669
171304	58.4566
81830	58.0588894276
293524	57.7104
116554	57.6164922344084
291352	57.3647
685284	57.321
288264	57.2198
288264	57.2198
170909	57.1012
365895	56.9535
246174	56.848
314850	56.8347818689
304791	56.733
304103	56.5259
140590	56.4496
290744	55.9072
317494	55.5526
81809	55.4229
308361	55.3438064668848
311726	55.2116
24936	55.1057
64824	55.0715848048
100360334	54.9001
360580	54.8988
360580	54.8988
360580	54.8988
311622	54.7204
207122	54.533640691
363228	54.5072
311456	54.3537
65129	54.2498
302373	54.0602632528227
84394	53.9545810135
310685	52.9179
310258	52.6833
24942	52.6583
83785	52.60626136
305828	52.6
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
83785	52.4195095487
362495	52.312197558
84686	52.0831
54299	51.7445
29461	51.6962
299203	51.6441
299203	51.6441
299203	51.6441
83523	51.6344
688717	51.5417
307820	51.0779731125
291709	51.0682
60334	51.0064
312132	50.874
84550	50.8427
307545	50.7224
295231	50.528
311349	50.0
25265	50.0
313974	50.0
360557	50.0
293118	50.0
302378	50.0
114901	50.0
